Record Length,2500,Points,-1.2500E-3,-2.5200,,Record Length,2500,Points,-1.2500E-3,-1.4400,,Record Length,2500,Points,-1.2500E-3,-224.00001E-3,
Sample Interval,1.000E-6,s,-1.2490E-3,-2.5200,,Sample Interval,1.000E-6,s,-1.2490E-3,-1.4000,,Sample Interval,1.000E-6,s,-1.2490E-3,-224.00001E-3,
Trigger Point,1.2500E3,Samples,-1.2480E-3,-2.5200,,Trigger Point,1.2500E3,Samples,-1.2480E-3,-1.3600,,Trigger Point,1.2500E3,Samples,-1.2480E-3,-220.00001E-3,
,,,-1.2470E-3,-2.5600,,,,,-1.2470E-3,-1.3600,,,,,-1.2470E-3,-212.00001E-3,
,,,-1.2460E-3,-2.5200,,,,,-1.2460E-3,-1.3200,,,,,-1.2460E-3,-208.00000E-3,
,,,-1.2450E-3,-2.5200,,,,,-1.2450E-3,-1.2800,,,,,-1.2450E-3,-208.00000E-3,
Source,CH2,,-1.2440E-3,-2.5600,,Source,CH3,,-1.2440E-3,-1.2800,,Source,CH4,,-1.2440E-3,-204.00001E-3,
Vertical Units,Volts,,-1.2430E-3,-2.5200,,Vertical Units,Volts,,-1.2430E-3,-1.2400,,Vertical Units,Volts,,-1.2430E-3,-200.00000E-3,
Vertical Scale,1.000,,-1.2420E-3,-2.5200,,Vertical Scale,1.000,,-1.2420E-3,-1.2400,,Vertical Scale,100.0000E-3,,-1.2420E-3,-188.00001E-3,
Vertical Offset,0,,-1.2410E-3,-2.5200,,Vertical Offset,0,,-1.2410E-3,-1.2000,,Vertical Offset,0,,-1.2410E-3,-188.00001E-3,
Horizontal Units,s,,-1.2400E-3,-2.5200,,Horizontal Units,s,,-1.2400E-3,-1.2000,,Horizontal Units,s,,-1.2400E-3,-184.00002E-3,
Horizontal Scale,250.00000E-6,,-1.2390E-3,-2.5200,,Horizontal Scale,250.00000E-6,,-1.2390E-3,-1.1600,,Horizontal Scale,250.00000E-6,,-1.2390E-3,-180.00001E-3,
Pt Fmt,Y,,-1.2380E-3,-2.5600,,Pt Fmt,Y,,-1.2380E-3,-1.1200,,Pt Fmt,Y,,-1.2380E-3,-172.00001E-3,
Yzero,0.0,,-1.2370E-3,-2.5200,,Yzero,0.0,,-1.2370E-3,-1.0800,,Yzero,0.0,,-1.2370E-3,-168.00001E-3,
Probe Atten,1.000,,-1.2360E-3,-2.5200,,Probe Atten,1.000,,-1.2360E-3,-1.0400,,Probe Atten,1.000,,-1.2360E-3,-164.00000E-3,
,,,-1.2350E-3,-2.5200,,,,,-1.2350E-3,-1.0400,,,,,-1.2350E-3,-160.00001E-3,
Note,TDS 224 - 10:02:06 PM   11/13/2015,,-1.2340E-3,-2.4800,,Note,TDS 224 - 10:02:06 PM   11/13/2015,,-1.2340E-3,-1.000,,Note,TDS 224 - 10:02:06 PM   11/13/2015,,-1.2340E-3,-160.00001E-3,
