Record Length,2500,Points,-499.999966E-6,199.99999E-3,,Record Length,2500,Points,-499.999966E-6,719.999969E-3,
Sample Interval,400.00000E-9,s,-499.599962E-6,239.99999E-3,,Sample Interval,400.00000E-9,s,-499.599962E-6,719.999969E-3,
Trigger Point,1.2500E3,Samples,-499.199959E-6,120.0000E-3,,Trigger Point,1.2500E3,Samples,-499.199959E-6,699.999988E-3,
,,,-498.799956E-6,199.99999E-3,,,,,-498.799956E-6,699.999988E-3,
,,,-498.399953E-6,239.99999E-3,,,,,-498.399953E-6,719.999969E-3,
,,,-497.999950E-6,239.99999E-3,,,,,-497.999950E-6,680.000007E-3,
Source,CH2,,-497.599947E-6,239.99999E-3,,Source,CH3,,-497.599947E-6,699.999988E-3,
Vertical Units,Volts,,-497.199944E-6,199.99999E-3,,Vertical Units,Volts,,-497.199944E-6,699.999988E-3,
Vertical Scale,1.000,,-496.799941E-6,199.99999E-3,,Vertical Scale,499.999989E-3,,-496.799941E-6,719.999969E-3,
Vertical Offset,0,,-496.399938E-6,319.99999E-3,,Vertical Offset,0,,-496.399938E-6,699.999988E-3,
Horizontal Units,s,,-495.999993E-6,239.99999E-3,,Horizontal Units,s,,-495.999993E-6,699.999988E-3,
Horizontal Scale,100.0000E-6,,-495.599990E-6,319.99999E-3,,Horizontal Scale,100.0000E-6,,-495.599990E-6,699.999988E-3,
Pt Fmt,Y,,-495.199987E-6,280.00000E-3,,Pt Fmt,Y,,-495.199987E-6,699.999988E-3,
Yzero,0.0,,-494.799984E-6,280.00000E-3,,Yzero,-3.44000,,-494.799984E-6,680.000007E-3,
Probe Atten,1.000,,-494.399981E-6,319.99999E-3,,Probe Atten,1.000,,-494.399981E-6,699.999988E-3,
,,,-493.999978E-6,319.99999E-3,,,,,-493.999978E-6,680.000007E-3,
Note,TDS 224 - 1:02:06 AM   11/14/2015,,-493.599975E-6,319.99999E-3,,Note,TDS 224 - 1:02:06 AM   11/14/2015,,-493.599975E-6,680.000007E-3,
,,,-493.199972E-6,319.99999E-3,,,,,-493.199972E-6,659.999967E-3,
,,,-492.799969E-6,359.99998E-3,,,,,-492.799969E-6,680.000007E-3,
,,,-492.399966E-6,319.99999E-3,,,,,-492.399966E-6,659.999967E-3,
,,,-491.999963E-6,319.99999E-3,,,,,-491.999963E-6,680.000007E-3,
,,,-491.599960E-6,359.99998E-3,,,,,-491.599960E-6,659.999967E-3,
,,,-491.199957E-6,359.99998E-3,,,,,-491.199957E-6,659.999967E-3,
,,,-490.799954E-6,359.99998E-3,,,,,-490.799954E-6,659.999967E-3,
,,,-490.399951E-6,359.99998E-3,,,,,-490.399951E-6,659.999967E-3,
,,,-489.999948E-6,399.99998E-3,,,,,-489.999948E-6,639.999986E-3,
,,,-489.599945E-6,439.999998E-3,,,,,-489.599945E-6,639.999986E-3,
,,,-489.199942E-6,399.99998E-3,,,,,-489.199942E-6,680.000007E-3,
,,,-488.799938E-6,439.999998E-3,,,,,-488.799938E-6,680.000007E-3,
,,,-488.399994E-6,439.999998E-3,,,,,-488.399994E-6,659.999967E-3,
,,,-487.999961E-6,439.999998E-3,,,,,-487.999961E-6,659.999967E-3,
,,,-487.599958E-6,479.999989E-3,,,,,-487.599958E-6,659.999967E-3,
,,,-487.199955E-6,439.999998E-3,,,,,-487.199955E-6,680.000007E-3,
,,,-486.799952E-6,439.999998E-3,,,,,-486.799952E-6,639.999986E-3,
,,,-486.399978E-6,439.999998E-3,,,,,-486.399978E-6,639.999986E-3,
,,,-485.999975E-6,519.999981E-3,,,,,-485.999975E-6,680.000007E-3,
,,,-485.599972E-6,519.999981E-3,,,,,-485.599972E-6,680.000007E-3,
,,,-485.199969E-6,519.999981E-3,,,,,-485.199969E-6,639.999986E-3,
,,,-484.799966E-6,519.999981E-3,,,,,-484.799966E-6,659.999967E-3,
,,,-484.399963E-6,479.999989E-3,,,,,-484.399963E-6,659.999967E-3,
,,,-483.999960E-6,519.999981E-3,,,,,-483.999960E-6,659.999967E-3,
,,,-483.599957E-6,479.999989E-3,,,,,-483.599957E-6,659.999967E-3,
,,,-483.199954E-6,560.000002E-3,,,,,-483.199954E-6,639.999986E-3,
,,,-482.799951E-6,560.000002E-3,,,,,-482.799951E-6,659.999967E-3,
,,,-482.399977E-6,560.000002E-3,,,,,-482.399977E-6,620.000005E-3,
,,,-481.999974E-6,599.999964E-3,,,,,-481.999974E-6,639.999986E-3,
,,,-481.599971E-6,560.000002E-3,,,,,-481.599971E-6,659.999967E-3,
,,,-481.199968E-6,560.000002E-3,,,,,-481.199968E-6,639.999986E-3,
,,,-480.799965E-6,560.000002E-3,,,,,-480.799965E-6,639.999986E-3,
,,,-480.399962E-6,599.999964E-3,,,,,-480.399962E-6,659.999967E-3,
,,,-479.999959E-6,639.999986E-3,,,,,-479.999959E-6,620.000005E-3,
,,,-479.599956E-6,680.000007E-3,,,,,-479.599956E-6,620.000005E-3,
,,,-479.199953E-6,639.999986E-3,,,,,-479.199953E-6,659.999967E-3,
,,,-478.799979E-6,639.999986E-3,,,,,-478.799979E-6,620.000005E-3,
,,,-478.399976E-6,639.999986E-3,,,,,-478.399976E-6,639.999986E-3,
,,,-477.999973E-6,639.999986E-3,,,,,-477.999973E-6,639.999986E-3,
,,,-477.599970E-6,639.999986E-3,,,,,-477.599970E-6,639.999986E-3,
,,,-477.199967E-6,639.999986E-3,,,,,-477.199967E-6,659.999967E-3,
,,,-476.799964E-6,639.999986E-3,,,,,-476.799964E-6,639.999986E-3,
,,,-476.399960E-6,719.999969E-3,,,,,-476.399960E-6,620.000005E-3,
,,,-475.999957E-6,599.999964E-3,,,,,-475.999957E-6,620.000005E-3,
,,,-475.599954E-6,719.999969E-3,,,,,-475.599954E-6,639.999986E-3,
,,,-475.199951E-6,719.999969E-3,,,,,-475.199951E-6,639.999986E-3,
,,,-474.799977E-6,719.999969E-3,,,,,-474.799977E-6,599.999964E-3,
,,,-474.399974E-6,759.999990E-3,,,,,-474.399974E-6,639.999986E-3,
,,,-473.999971E-6,759.999990E-3,,,,,-473.999971E-6,639.999986E-3,
,,,-473.599968E-6,719.999969E-3,,,,,-473.599968E-6,639.999986E-3,
,,,-473.199965E-6,759.999990E-3,,,,,-473.199965E-6,620.000005E-3,
,,,-472.799962E-6,719.999969E-3,,,,,-472.799962E-6,639.999986E-3,
,,,-472.399959E-6,799.999952E-3,,,,,-472.399959E-6,639.999986E-3,
,,,-471.999956E-6,759.999990E-3,,,,,-471.999956E-6,659.999967E-3,
,,,-471.599953E-6,799.999952E-3,,,,,-471.599953E-6,620.000005E-3,
,,,-471.199979E-6,879.999995E-3,,,,,-471.199979E-6,659.999967E-3,
,,,-470.799976E-6,799.999952E-3,,,,,-470.799976E-6,659.999967E-3,
,,,-470.399973E-6,839.999974E-3,,,,,-470.399973E-6,659.999967E-3,
,,,-469.999970E-6,839.999974E-3,,,,,-469.999970E-6,639.999986E-3,
,,,-469.599967E-6,799.999952E-3,,,,,-469.599967E-6,639.999986E-3,
,,,-469.199964E-6,879.999995E-3,,,,,-469.199964E-6,659.999967E-3,
,,,-468.799961E-6,879.999995E-3,,,,,-468.799961E-6,659.999967E-3,
,,,-468.399958E-6,879.999995E-3,,,,,-468.399958E-6,620.000005E-3,
,,,-467.999955E-6,879.999995E-3,,,,,-467.999955E-6,639.999986E-3,
,,,-467.599952E-6,839.999974E-3,,,,,-467.599952E-6,659.999967E-3,
,,,-467.199978E-6,879.999995E-3,,,,,-467.199978E-6,639.999986E-3,
,,,-466.799975E-6,919.999957E-3,,,,,-466.799975E-6,639.999986E-3,
,,,-466.399972E-6,879.999995E-3,,,,,-466.399972E-6,620.000005E-3,
,,,-465.999969E-6,919.999957E-3,,,,,-465.999969E-6,680.000007E-3,
,,,-465.599966E-6,919.999957E-3,,,,,-465.599966E-6,659.999967E-3,
,,,-465.199962E-6,919.999957E-3,,,,,-465.199962E-6,639.999986E-3,
,,,-464.799959E-6,919.999957E-3,,,,,-464.799959E-6,659.999967E-3,
,,,-464.399956E-6,919.999957E-3,,,,,-464.399956E-6,659.999967E-3,
,,,-463.999953E-6,919.999957E-3,,,,,-463.999953E-6,639.999986E-3,
,,,-463.599979E-6,959.999979E-3,,,,,-463.599979E-6,680.000007E-3,
,,,-463.199976E-6,1.000,,,,,-463.199976E-6,639.999986E-3,
,,,-462.799973E-6,959.999979E-3,,,,,-462.799973E-6,659.999967E-3,
,,,-462.399970E-6,959.999979E-3,,,,,-462.399970E-6,639.999986E-3,
,,,-461.999967E-6,1.000,,,,,-461.999967E-6,659.999967E-3,
,,,-461.599964E-6,1.000,,,,,-461.599964E-6,639.999986E-3,
,,,-461.199961E-6,959.999979E-3,,,,,-461.199961E-6,680.000007E-3,
,,,-460.799958E-6,1.000,,,,,-460.799958E-6,680.000007E-3,
,,,-460.399955E-6,1.0400,,,,,-460.399955E-6,680.000007E-3,
,,,-459.999952E-6,1.0400,,,,,-459.999952E-6,659.999967E-3,
,,,-459.599978E-6,959.999979E-3,,,,,-459.599978E-6,680.000007E-3,
,,,-459.199975E-6,1.0800,,,,,-459.199975E-6,699.999988E-3,
,,,-458.799972E-6,1.0800,,,,,-458.799972E-6,680.000007E-3,
,,,-458.399969E-6,1.0400,,,,,-458.399969E-6,659.999967E-3,
,,,-457.999966E-6,1.1200,,,,,-457.999966E-6,680.000007E-3,
,,,-457.599963E-6,1.0800,,,,,-457.599963E-6,699.999988E-3,
,,,-457.199960E-6,1.0800,,,,,-457.199960E-6,680.000007E-3,
,,,-456.799957E-6,1.1200,,,,,-456.799957E-6,659.999967E-3,
,,,-456.399954E-6,1.0800,,,,,-456.399954E-6,699.999988E-3,
,,,-455.999951E-6,1.1600,,,,,-455.999951E-6,719.999969E-3,
,,,-455.599977E-6,1.1200,,,,,-455.599977E-6,719.999969E-3,
,,,-455.199974E-6,1.1600,,,,,-455.199974E-6,719.999969E-3,
,,,-454.799971E-6,1.1600,,,,,-454.799971E-6,719.999969E-3,
,,,-454.399968E-6,1.2000,,,,,-454.399968E-6,699.999988E-3,
,,,-453.999965E-6,1.1200,,,,,-453.999965E-6,699.999988E-3,
,,,-453.599961E-6,1.1600,,,,,-453.599961E-6,719.999969E-3,
,,,-453.199958E-6,1.2000,,,,,-453.199958E-6,680.000007E-3,
,,,-452.799955E-6,1.1600,,,,,-452.799955E-6,719.999969E-3,
,,,-452.399952E-6,1.2000,,,,,-452.399952E-6,740.000010E-3,
,,,-451.999978E-6,1.2000,,,,,-451.999978E-6,719.999969E-3,
,,,-451.599975E-6,1.2000,,,,,-451.599975E-6,699.999988E-3,
,,,-451.199972E-6,1.2000,,,,,-451.199972E-6,719.999969E-3,
,,,-450.799969E-6,1.2400,,,,,-450.799969E-6,699.999988E-3,
,,,-450.399966E-6,1.2400,,,,,-450.399966E-6,719.999969E-3,
,,,-449.999963E-6,1.2800,,,,,-449.999963E-6,759.999990E-3,
,,,-449.599960E-6,1.2400,,,,,-449.599960E-6,740.000010E-3,
,,,-449.199957E-6,1.2800,,,,,-449.199957E-6,740.000010E-3,
,,,-448.799954E-6,1.2800,,,,,-448.799954E-6,740.000010E-3,
,,,-448.399951E-6,1.2800,,,,,-448.399951E-6,719.999969E-3,
,,,-447.999977E-6,1.3200,,,,,-447.999977E-6,719.999969E-3,
,,,-447.599974E-6,1.3200,,,,,-447.599974E-6,740.000010E-3,
,,,-447.199971E-6,1.2800,,,,,-447.199971E-6,740.000010E-3,
,,,-446.799968E-6,1.2800,,,,,-446.799968E-6,779.999971E-3,
,,,-446.399965E-6,1.3600,,,,,-446.399965E-6,740.000010E-3,
,,,-445.999962E-6,1.3600,,,,,-445.999962E-6,759.999990E-3,
,,,-445.599959E-6,1.3200,,,,,-445.599959E-6,779.999971E-3,
,,,-445.199956E-6,1.3200,,,,,-445.199956E-6,759.999990E-3,
,,,-444.799953E-6,1.2800,,,,,-444.799953E-6,779.999971E-3,
