Record Length,2500,Points,-1.2500E-3,-2.5200,,Record Length,2500,Points,-1.2500E-3,1.9200,,Record Length,2500,Points,-1.2500E-3,-680.000007E-3,
Sample Interval,1.000E-6,s,-1.2490E-3,-2.5600,,Sample Interval,1.000E-6,s,-1.2490E-3,1.9200,,Sample Interval,1.000E-6,s,-1.2490E-3,-659.999967E-3,
Trigger Point,1.2500E3,Samples,-1.2480E-3,-2.5600,,Trigger Point,1.2500E3,Samples,-1.2480E-3,1.8800,,Trigger Point,1.2500E3,Samples,-1.2480E-3,-659.999967E-3,
,,,-1.2470E-3,-2.5200,,,,,-1.2470E-3,1.8800,,,,,-1.2470E-3,-639.999986E-3,
,,,-1.2460E-3,-2.5200,,,,,-1.2460E-3,1.8400,,,,,-1.2460E-3,-639.999986E-3,
,,,-1.2450E-3,-2.5600,,,,,-1.2450E-3,1.8000,,,,,-1.2450E-3,-620.000005E-3,
Source,CH2,,-1.2440E-3,-2.5200,,Source,CH3,,-1.2440E-3,1.7600,,Source,CH4,,-1.2440E-3,-620.000005E-3,
Vertical Units,Volts,,-1.2430E-3,-2.5200,,Vertical Units,Volts,,-1.2430E-3,1.7600,,Vertical Units,Volts,,-1.2430E-3,-599.999964E-3,
Vertical Scale,1.000,,-1.2420E-3,-2.5200,,Vertical Scale,1.000,,-1.2420E-3,1.7600,,Vertical Scale,499.999989E-3,,-1.2420E-3,-579.999983E-3,
Vertical Offset,0,,-1.2410E-3,-2.5200,,Vertical Offset,0,,-1.2410E-3,1.7600,,Vertical Offset,0,,-1.2410E-3,-560.000002E-3,
Horizontal Units,s,,-1.2400E-3,-2.5200,,Horizontal Units,s,,-1.2400E-3,1.7200,,Horizontal Units,s,,-1.2400E-3,-539.999962E-3,
Horizontal Scale,250.00000E-6,,-1.2390E-3,-2.5600,,Horizontal Scale,250.00000E-6,,-1.2390E-3,1.6800,,Horizontal Scale,250.00000E-6,,-1.2390E-3,-539.999962E-3,
Pt Fmt,Y,,-1.2380E-3,-2.5200,,Pt Fmt,Y,,-1.2380E-3,1.6400,,Pt Fmt,Y,,-1.2380E-3,-519.999981E-3,
Yzero,0.0,,-1.2370E-3,-2.5200,,Yzero,0.0,,-1.2370E-3,1.6400,,Yzero,-1.7200,,-1.2370E-3,-519.999981E-3,
Probe Atten,1.000,,-1.2360E-3,-2.5200,,Probe Atten,1.000,,-1.2360E-3,1.6000,,Probe Atten,1.000,,-1.2360E-3,-479.999989E-3,
,,,-1.2350E-3,-2.4800,,,,,-1.2350E-3,1.6000,,,,,-1.2350E-3,-479.999989E-3,
Note,TDS 224 - 12:25:34 AM   11/14/2015,,-1.2340E-3,-2.5200,,Note,TDS 224 - 12:25:34 AM   11/14/2015,,-1.2340E-3,1.5600,,Note,TDS 224 - 12:25:34 AM   11/14/2015,,-1.2340E-3,-479.999989E-3,
,,,-1.2330E-3,-2.4800,,,,,-1.2330E-3,1.5600,,,,,-1.2330E-3,-439.999998E-3,
,,,-1.2320E-3,-2.4800,,,,,-1.2320E-3,1.5200,,,,,-1.2320E-3,-439.999998E-3,
,,,-1.2310E-3,-2.5200,,,,,-1.2310E-3,1.4800,,,,,-1.2310E-3,-419.999987E-3,
,,,-1.2300E-3,-2.5200,,,,,-1.2300E-3,1.4400,,,,,-1.2300E-3,-399.99998E-3,
,,,-1.2290E-3,-2.5200,,,,,-1.2290E-3,1.4000,,,,,-1.2290E-3,-380.00000E-3,
,,,-1.2280E-3,-2.4800,,,,,-1.2280E-3,1.4000,,,,,-1.2280E-3,-380.00000E-3,
,,,-1.2270E-3,-2.4800,,,,,-1.2270E-3,1.3600,,,,,-1.2270E-3,-340.00000E-3,
,,,-1.2260E-3,-2.4800,,,,,-1.2260E-3,1.3200,,,,,-1.2260E-3,-340.00000E-3,
,,,-1.2250E-3,-2.4800,,,,,-1.2250E-3,1.3200,,,,,-1.2250E-3,-280.00000E-3,
,,,-1.2240E-3,-2.4800,,,,,-1.2240E-3,1.3200,,,,,-1.2240E-3,-299.99998E-3,
