Record Length,2500,Points,-1.2500E-3,-5.12000,,Record Length,2500,Points,-1.2500E-3,-4.24000,,Record Length,2500,Points,-1.2500E-3,-959.999979E-3,
Sample Interval,1.000E-6,s,-1.2490E-3,-5.12000,,Sample Interval,1.000E-6,s,-1.2490E-3,-4.24000,,Sample Interval,1.000E-6,s,-1.2490E-3,-959.999979E-3,
Trigger Point,1.2500E3,Samples,-1.2480E-3,-5.12000,,Trigger Point,1.2500E3,Samples,-1.2480E-3,-4.24000,,Trigger Point,1.2500E3,Samples,-1.2480E-3,-959.999979E-3,
,,,-1.2470E-3,-5.04000,,,,,-1.2470E-3,-4.16000,,,,,-1.2470E-3,-939.999998E-3,
,,,-1.2460E-3,-5.12000,,,,,-1.2460E-3,-4.16000,,,,,-1.2460E-3,-939.999998E-3,
,,,-1.2450E-3,-5.12000,,,,,-1.2450E-3,-4.16000,,,,,-1.2450E-3,-939.999998E-3,
Source,CH2,,-1.2440E-3,-5.04000,,Source,CH3,,-1.2440E-3,-4.08000,,Source,CH4,,-1.2440E-3,-939.999998E-3,
Vertical Units,Volts,,-1.2430E-3,-5.04000,,Vertical Units,Volts,,-1.2430E-3,-4.08000,,Vertical Units,Volts,,-1.2430E-3,-939.999998E-3,
Vertical Scale,2.0000,,-1.2420E-3,-5.04000,,Vertical Scale,2.0000,,-1.2420E-3,-4.00000,,Vertical Scale,499.999989E-3,,-1.2420E-3,-919.999957E-3,
Vertical Offset,0,,-1.2410E-3,-5.04000,,Vertical Offset,0,,-1.2410E-3,-4.00000,,Vertical Offset,0,,-1.2410E-3,-919.999957E-3,
Horizontal Units,s,,-1.2400E-3,-5.04000,,Horizontal Units,s,,-1.2400E-3,-3.92000,,Horizontal Units,s,,-1.2400E-3,-919.999957E-3,
Horizontal Scale,250.00000E-6,,-1.2390E-3,-5.04000,,Horizontal Scale,250.00000E-6,,-1.2390E-3,-3.84000,,Horizontal Scale,250.00000E-6,,-1.2390E-3,-899.999976E-3,
Pt Fmt,Y,,-1.2380E-3,-5.04000,,Pt Fmt,Y,,-1.2380E-3,-3.84000,,Pt Fmt,Y,,-1.2380E-3,-899.999976E-3,
Yzero,0.0,,-1.2370E-3,-5.04000,,Yzero,0.0,,-1.2370E-3,-3.84000,,Yzero,0.0,,-1.2370E-3,-879.999995E-3,
Probe Atten,1.000,,-1.2360E-3,-5.04000,,Probe Atten,1.000,,-1.2360E-3,-3.76000,,Probe Atten,1.000,,-1.2360E-3,-879.999995E-3,
,,,-1.2350E-3,-5.04000,,,,,-1.2350E-3,-3.68000,,,,,-1.2350E-3,-859.999955E-3,
Note,TDS 224 - 10:18:39 PM   11/13/2015,,-1.2340E-3,-5.04000,,Note,TDS 224 - 10:18:39 PM   11/13/2015,,-1.2340E-3,-3.76000,,Note,TDS 224 - 10:18:39 PM   11/13/2015,,-1.2340E-3,-859.999955E-3,
,,,-1.2330E-3,-5.04000,,,,,-1.2330E-3,-3.68000,,,,,-1.2330E-3,-859.999955E-3,
