Record Length,2500,Points,-1.3500E-3,-68.000004E-3,,Record Length,2500,Points,-1.3500E-3,-66.000000E-3,,Record Length,2500,Points,-1.3500E-3,66.000000E-3,,Record Length,2500,Points,-1.3500E-3,808.000028E-3,
Sample Interval,1.000E-6,s,-1.3490E-3,-72.000004E-3,,Sample Interval,1.000E-6,s,-1.3490E-3,-70.000000E-3,,Sample Interval,1.000E-6,s,-1.3490E-3,66.000000E-3,,Sample Interval,1.000E-6,s,-1.3490E-3,808.000028E-3,
Trigger Point,1.3500E3,Samples,-1.3480E-3,-70.000000E-3,,Trigger Point,1.3500E3,Samples,-1.3480E-3,-72.000004E-3,,Trigger Point,1.3500E3,Samples,-1.3480E-3,66.000000E-3,,Trigger Point,1.3500E3,Samples,-1.3480E-3,806.000054E-3,
,,,-1.3470E-3,-70.000000E-3,,,,,-1.3470E-3,-70.000000E-3,,,,,-1.3470E-3,66.000000E-3,,,,,-1.3470E-3,808.000028E-3,
,,,-1.3460E-3,-70.000000E-3,,,,,-1.3460E-3,-78.000002E-3,,,,,-1.3460E-3,66.000000E-3,,,,,-1.3460E-3,806.000054E-3,
,,,-1.3450E-3,-70.000000E-3,,,,,-1.3450E-3,-70.000000E-3,,,,,-1.3450E-3,68.000004E-3,,,,,-1.3450E-3,806.000054E-3,
Source,CH1,,-1.3440E-3,-72.000004E-3,,Source,CH2,,-1.3440E-3,-72.000004E-3,,Source,CH3,,-1.3440E-3,66.000000E-3,,Source,CH4,,-1.3440E-3,810.000062E-3,
Vertical Units,Volts,,-1.3430E-3,-70.000000E-3,,Vertical Units,Volts,,-1.3430E-3,-70.000000E-3,,Vertical Units,Volts,,-1.3430E-3,70.000000E-3,,Vertical Units,Volts,,-1.3430E-3,810.000062E-3,
Vertical Scale,50.00000E-3,,-1.3420E-3,-72.000004E-3,,Vertical Scale,50.00000E-3,,-1.3420E-3,-70.000000E-3,,Vertical Scale,50.00000E-3,,-1.3420E-3,70.000000E-3,,Vertical Scale,50.00000E-3,,-1.3420E-3,810.000062E-3,
Vertical Offset,0,,-1.3410E-3,-72.000004E-3,,Vertical Offset,0,,-1.3410E-3,-70.000000E-3,,Vertical Offset,0,,-1.3410E-3,72.000004E-3,,Vertical Offset,0,,-1.3410E-3,812.000036E-3,
Horizontal Units,s,,-1.3400E-3,-74.000001E-3,,Horizontal Units,s,,-1.3400E-3,-72.000004E-3,,Horizontal Units,s,,-1.3400E-3,70.000000E-3,,Horizontal Units,s,,-1.3400E-3,812.000036E-3,
Horizontal Scale,250.00000E-6,,-1.3390E-3,-72.000004E-3,,Horizontal Scale,250.00000E-6,,-1.3390E-3,-72.000004E-3,,Horizontal Scale,250.00000E-6,,-1.3390E-3,70.000000E-3,,Horizontal Scale,250.00000E-6,,-1.3390E-3,812.000036E-3,
Pt Fmt,Y,,-1.3380E-3,-74.000001E-3,,Pt Fmt,Y,,-1.3380E-3,-72.000004E-3,,Pt Fmt,Y,,-1.3380E-3,74.000001E-3,,Pt Fmt,Y,,-1.3380E-3,812.000036E-3,
Yzero,0.0,,-1.3370E-3,-74.000001E-3,,Yzero,0.0,,-1.3370E-3,-74.000001E-3,,Yzero,0.0,,-1.3370E-3,72.000004E-3,,Yzero,-14.3200,,-1.3370E-3,812.000036E-3,
Probe Atten,1.000,,-1.3360E-3,-76.000005E-3,,Probe Atten,1.000,,-1.3360E-3,-74.000001E-3,,Probe Atten,1.000,,-1.3360E-3,72.000004E-3,,Probe Atten,1.000,,-1.3360E-3,814.000010E-3,
,,,-1.3350E-3,-76.000005E-3,,,,,-1.3350E-3,-76.000005E-3,,,,,-1.3350E-3,74.000001E-3,,,,,-1.3350E-3,814.000010E-3,
Note,TDS 224 - 2:58:08 PM   11/13/2015,,-1.3340E-3,-76.000005E-3,,Note,TDS 224 - 2:58:08 PM   11/13/2015,,-1.3340E-3,-76.000005E-3,,Note,TDS 224 - 2:58:08 PM   11/13/2015,,-1.3340E-3,76.000005E-3,,Note,TDS 224 - 2:58:08 PM   11/13/2015,,-1.3340E-3,812.000036E-3,
,,,-1.3330E-3,-74.000001E-3,,,,,-1.3330E-3,-78.000002E-3,,,,,-1.3330E-3,74.000001E-3,,,,,-1.3330E-3,814.000010E-3,
,,,-1.3320E-3,-78.000002E-3,,,,,-1.3320E-3,-76.000005E-3,,,,,-1.3320E-3,76.000005E-3,,,,,-1.3320E-3,814.000010E-3,
,,,-1.3310E-3,-76.000005E-3,,,,,-1.3310E-3,-78.000002E-3,,,,,-1.3310E-3,76.000005E-3,,,,,-1.3310E-3,812.000036E-3,
,,,-1.3300E-3,-78.000002E-3,,,,,-1.3300E-3,-78.000002E-3,,,,,-1.3300E-3,74.000001E-3,,,,,-1.3300E-3,814.000010E-3,
,,,-1.3290E-3,-78.000002E-3,,,,,-1.3290E-3,-84.000006E-3,,,,,-1.3290E-3,76.000005E-3,,,,,-1.3290E-3,814.000010E-3,
,,,-1.3280E-3,-78.000002E-3,,,,,-1.3280E-3,-82.000002E-3,,,,,-1.3280E-3,76.000005E-3,,,,,-1.3280E-3,814.000010E-3,
