Record Length,2500,Points,-1.2500E-3,-5.04000,,Record Length,2500,Points,-1.2500E-3,2.88000,,Record Length,2500,Points,-1.2500E-3,759.999990E-3,
Sample Interval,1.000E-6,s,-1.2490E-3,-5.12000,,Sample Interval,1.000E-6,s,-1.2490E-3,2.88000,,Sample Interval,1.000E-6,s,-1.2490E-3,740.000010E-3,
Trigger Point,1.2500E3,Samples,-1.2480E-3,-5.04000,,Trigger Point,1.2500E3,Samples,-1.2480E-3,2.80000,,Trigger Point,1.2500E3,Samples,-1.2480E-3,759.999990E-3,
,,,-1.2470E-3,-5.04000,,,,,-1.2470E-3,2.72000,,,,,-1.2470E-3,719.999969E-3,
,,,-1.2460E-3,-5.04000,,,,,-1.2460E-3,2.72000,,,,,-1.2460E-3,740.000010E-3,
,,,-1.2450E-3,-5.12000,,,,,-1.2450E-3,2.6400,,,,,-1.2450E-3,699.999988E-3,
Source,CH2,,-1.2440E-3,-5.04000,,Source,CH3,,-1.2440E-3,2.5600,,Source,CH4,,-1.2440E-3,680.000007E-3,
Vertical Units,Volts,,-1.2430E-3,-5.12000,,Vertical Units,Volts,,-1.2430E-3,2.5600,,Vertical Units,Volts,,-1.2430E-3,680.000007E-3,
Vertical Scale,2.0000,,-1.2420E-3,-5.04000,,Vertical Scale,2.0000,,-1.2420E-3,2.4000,,Vertical Scale,499.999989E-3,,-1.2420E-3,680.000007E-3,
Vertical Offset,0,,-1.2410E-3,-5.04000,,Vertical Offset,0,,-1.2410E-3,2.4000,,Vertical Offset,0,,-1.2410E-3,639.999986E-3,
Horizontal Units,s,,-1.2400E-3,-5.04000,,Horizontal Units,s,,-1.2400E-3,2.4000,,Horizontal Units,s,,-1.2400E-3,620.000005E-3,
Horizontal Scale,250.00000E-6,,-1.2390E-3,-5.04000,,Horizontal Scale,250.00000E-6,,-1.2390E-3,2.3200,,Horizontal Scale,250.00000E-6,,-1.2390E-3,599.999964E-3,
Pt Fmt,Y,,-1.2380E-3,-5.04000,,Pt Fmt,Y,,-1.2380E-3,2.2400,,Pt Fmt,Y,,-1.2380E-3,599.999964E-3,
Yzero,0.0,,-1.2370E-3,-5.04000,,Yzero,0.0,,-1.2370E-3,2.1600,,Yzero,0.0,,-1.2370E-3,579.999983E-3,
Probe Atten,1.000,,-1.2360E-3,-5.04000,,Probe Atten,1.000,,-1.2360E-3,2.0800,,Probe Atten,1.000,,-1.2360E-3,560.000002E-3,
,,,-1.2350E-3,-5.04000,,,,,-1.2350E-3,2.0800,,,,,-1.2350E-3,560.000002E-3,
Note,TDS 224 - 10:17:25 PM   11/13/2015,,-1.2340E-3,-5.04000,,Note,TDS 224 - 10:17:25 PM   11/13/2015,,-1.2340E-3,2.0000,,Note,TDS 224 - 10:17:25 PM   11/13/2015,,-1.2340E-3,519.999981E-3,
,,,-1.2330E-3,-5.04000,,,,,-1.2330E-3,1.9200,,,,,-1.2330E-3,519.999981E-3,
,,,-1.2320E-3,-5.04000,,,,,-1.2320E-3,1.8400,,,,,-1.2320E-3,500.000000E-3,
,,,-1.2310E-3,-5.04000,,,,,-1.2310E-3,1.8400,,,,,-1.2310E-3,519.999981E-3,
,,,-1.2300E-3,-4.96000,,,,,-1.2300E-3,1.7600,,,,,-1.2300E-3,479.999989E-3,
