Record Length,2500,Points,-1.2500E-3,-440.000027E-3,,Record Length,2500,Points,-1.2500E-3,-448.000014E-3,,Record Length,2500,Points,-1.2500E-3,456.000030E-3,,Record Length,2500,Points,-1.2500E-3,12.1600,
Sample Interval,1.000E-6,s,-1.2490E-3,-448.000014E-3,,Sample Interval,1.000E-6,s,-1.2490E-3,-448.000014E-3,,Sample Interval,1.000E-6,s,-1.2490E-3,448.000014E-3,,Sample Interval,1.000E-6,s,-1.2490E-3,12.1800,
Trigger Point,1.2500E3,Samples,-1.2480E-3,-440.000027E-3,,Trigger Point,1.2500E3,Samples,-1.2480E-3,-448.000014E-3,,Trigger Point,1.2500E3,Samples,-1.2480E-3,448.000014E-3,,Trigger Point,1.2500E3,Samples,-1.2480E-3,12.1800,
,,,-1.2470E-3,-440.000027E-3,,,,,-1.2470E-3,-440.000027E-3,,,,,-1.2470E-3,448.000014E-3,,,,,-1.2470E-3,12.2000,
,,,-1.2460E-3,-440.000027E-3,,,,,-1.2460E-3,-440.000027E-3,,,,,-1.2460E-3,448.000014E-3,,,,,-1.2460E-3,12.1800,
,,,-1.2450E-3,-432.000011E-3,,,,,-1.2450E-3,-440.000027E-3,,,,,-1.2450E-3,448.000014E-3,,,,,-1.2450E-3,12.1800,
Source,CH1,,-1.2440E-3,-432.000011E-3,,Source,CH2,,-1.2440E-3,-440.000027E-3,,Source,CH3,,-1.2440E-3,448.000014E-3,,Source,CH4,,-1.2440E-3,12.2000,
Vertical Units,Volts,,-1.2430E-3,-432.000011E-3,,Vertical Units,Volts,,-1.2430E-3,-432.000011E-3,,Vertical Units,Volts,,-1.2430E-3,440.000027E-3,,Vertical Units,Volts,,-1.2430E-3,12.1800,
Vertical Scale,200.00001E-3,,-1.2420E-3,-432.000011E-3,,Vertical Scale,200.00001E-3,,-1.2420E-3,-432.000011E-3,,Vertical Scale,200.00001E-3,,-1.2420E-3,432.000011E-3,,Vertical Scale,499.999989E-3,,-1.2420E-3,12.2000,
Vertical Offset,0,,-1.2410E-3,-432.000011E-3,,Vertical Offset,0,,-1.2410E-3,-432.000011E-3,,Vertical Offset,0,,-1.2410E-3,432.000011E-3,,Vertical Offset,0,,-1.2410E-3,12.1800,
