"Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4"
0.039600,1.800,-2.645,2.288,2.654,0.039600,1.116,3.480,-0.696,2.650,0.039600,2.474,-6.230,2.459,2.659,0.039600,1.893,-6.317,1.282,2.654,0.039600,0.110,-2.454,-1.433,2.659,0.039600,2.088,-1.272,3.880,2.654,0.039600,-1.692,-4.120,-0.266,2.650,0.039600,5.463,7.416,3.426,2.654,0.039600,0.134,0.711,-5.604,2.650,0.039600,2.103,4.051,1.497,2.654,0.039600,0.139,1.956,-2.332,2.654,0.039600,1.228,-1.057,1.917,2.659
0.042900,1.634,-2.904,1.873,2.659,0.042900,1.204,3.519,-0.564,2.650,0.042900,2.151,-6.562,1.746,2.654,0.042900,1.595,-6.449,0.730,2.654,0.042900,0.022,-2.449,-1.590,2.659,0.042900,1.961,-1.756,3.548,2.654,0.042900,-1.785,-4.115,0.002,2.650,0.042900,5.516,6.742,3.919,2.650,0.042900,0.159,0.750,-5.766,2.650,0.042900,2.166,3.778,1.868,2.654,0.042900,0.208,1.985,-2.449,2.659,0.042900,1.145,-1.219,1.683,2.650
0.046200,1.463,-3.094,1.473,2.654,0.046200,1.282,3.548,-0.408,2.654,0.046200,1.839,-6.777,1.121,2.654,0.046200,1.302,-6.508,0.261,2.654,0.046200,-0.066,-2.440,-1.741,2.654,0.046200,1.819,-2.176,3.177,2.659,0.046200,-1.868,-4.076,0.286,2.650,0.046200,5.551,6.068,4.413,2.650,0.046200,0.183,0.794,-5.922,2.650,0.046200,2.215,3.446,2.220,2.654,0.046200,0.271,2.024,-2.567,2.654,0.046200,1.053,-1.350,1.433,2.659
0.049500,1.297,-3.236,1.087,2.659,0.049500,1.370,3.563,-0.237,2.650,0.049500,1.521,-6.894,0.579,2.650,0.049500,1.018,-6.518,-0.129,2.650,0.049500,-0.154,-2.444,-1.863,2.659,0.049500,1.668,-2.532,2.791,2.654,0.049500,-1.946,-4.002,0.584,2.650,0.049500,5.556,5.399,4.911,2.650,0.049500,0.208,0.847,-6.073,2.650,0.049500,2.254,3.065,2.537,2.654,0.049500,0.335,2.078,-2.669,2.654,0.049500,0.965,-1.458,1.184,2.654
0.052800,1.131,-3.319,0.730,2.654,0.052800,1.443,3.558,-0.046,2.650,0.052800,1.219,-6.928,0.129,2.654,0.052800,0.750,-6.503,-0.447,2.650,0.052800,-0.237,-2.469,-1.985,2.654,0.052800,1.512,-2.821,2.400,2.654,0.052800,-2.020,-3.880,0.882,2.654,0.052800,5.541,4.730,5.414,2.650,0.052800,0.227,0.906,-6.230,2.650,0.052800,2.278,2.645,2.816,2.654,0.052800,0.398,2.142,-2.762,2.654,0.052800,0.872,-1.531,0.940,2.654
0.056100,0.965,-3.368,0.403,2.654,0.056100,1.521,3.538,0.159,2.650,0.056100,0.926,-6.928,-0.232,2.654,0.056100,0.496,-6.469,-0.681,2.650,0.056100,-0.320,-2.498,-2.093,2.654,0.056100,1.350,-3.050,2.029,2.659,0.056100,-2.078,-3.719,1.184,2.654,0.056100,5.492,4.056,5.907,2.650,0.056100,0.256,0.974,-6.366,2.650,0.056100,2.278,2.186,3.035,2.659,0.056100,0.462,2.220,-2.830,2.659,0.056100,0.789,-1.590,0.706,2.654
0.059400,0.813,-3.392,0.100,2.654,0.059400,1.595,3.490,0.369,2.650,0.059400,0.647,-6.908,-0.515,2.654,0.059400,0.247,-6.444,-0.847,2.654,0.059400,-0.393,-2.537,-2.181,2.654,0.059400,1.184,-3.221,1.663,2.654,0.059400,-2.137,-3.514,1.477,2.650,0.059400,5.429,3.392,6.400,2.654,0.059400,0.281,1.053,-6.513,2.650,0.059400,2.269,1.712,3.192,2.654,0.059400,0.525,2.317,-2.899,2.654,0.059400,0.706,-1.619,0.466,2.650
0.062700,0.662,-3.392,-0.173,2.654,0.062700,1.663,3.416,0.593,2.650,0.062700,0.374,-6.879,-0.720,2.654,0.062700,0.002,-6.430,-0.945,2.650,0.062700,-0.476,-2.591,-2.264,2.654,0.062700,1.028,-3.348,1.321,2.654,0.062700,-2.176,-3.260,1.751,2.654,0.062700,5.346,2.723,6.894,2.654,0.062700,0.315,1.131,-6.650,2.654,0.062700,2.234,1.219,3.275,2.659,0.062700,0.589,2.420,-2.952,2.650,0.062700,0.623,-1.639,0.242,2.654
0.066000,0.515,-3.377,-0.418,2.659,0.066000,1.726,3.309,0.828,2.650,0.066000,0.115,-6.860,-0.842,2.650,0.066000,-0.227,-6.430,-0.979,2.654,0.066000,-0.554,-2.664,-2.322,2.654,0.066000,0.867,-3.436,1.013,2.654,0.066000,-2.215,-2.967,2.005,2.650,0.066000,5.238,2.054,7.387,2.654,0.066000,0.344,1.223,-6.781,2.650,0.066000,2.190,0.735,3.289,2.654,0.066000,0.667,2.542,-2.977,2.654,0.066000,0.540,-1.653,0.022,2.654
0.069300,0.374,-3.363,-0.632,2.654,0.069300,1.780,3.172,1.053,2.650,0.069300,-0.139,-6.850,-0.891,2.650,0.069300,-0.447,-6.440,-0.940,2.654,0.069300,-0.628,-2.742,-2.376,2.650,0.069300,0.711,-3.485,0.730,2.654,0.069300,-2.234,-2.645,2.225,2.654,0.069300,5.111,1.389,7.778,2.650,0.069300,0.374,1.331,-6.908,2.654,0.069300,2.132,0.266,3.226,2.659,0.069300,0.730,2.674,-2.987,2.659,0.069300,0.457,-1.648,-0.188,2.650
0.072600,0.242,-3.338,-0.823,2.650,0.072600,1.829,3.006,1.282,2.650,0.072600,-0.374,-6.850,-0.872,2.654,0.072600,-0.667,-6.464,-0.847,2.650,0.072600,-0.706,-2.835,-2.400,2.650,0.072600,0.554,-3.519,0.481,2.659,0.072600,-2.244,-2.293,2.400,2.654,0.072600,4.965,0.720,7.988,2.654,0.072600,0.413,1.443,-7.026,2.650,0.072600,2.054,-0.178,3.099,2.654,0.072600,0.803,2.816,-2.982,2.659,0.072600,0.383,-1.634,-0.393,2.650
0.075900,0.110,-3.324,-0.984,2.654,0.075900,1.863,2.801,1.492,2.650,0.075900,-0.603,-6.869,-0.784,2.654,0.075900,-0.872,-6.493,-0.696,2.650,0.075900,-0.784,-2.952,-2.415,2.650,0.075900,0.408,-3.529,0.252,2.654,0.075900,-2.234,-1.922,2.532,2.654,0.075900,4.803,0.061,8.032,2.650,0.075900,0.452,1.570,-7.133,2.659,0.075900,1.966,-0.589,2.908,2.659,0.075900,0.882,2.977,-2.947,2.659,0.075900,0.315,-1.619,-0.584,2.654
0.079200,-0.007,-3.314,-1.126,2.654,0.079200,1.897,2.576,1.683,2.650,0.079200,-0.828,-6.894,-0.632,2.654,0.079200,-1.077,-6.518,-0.476,2.650,0.079200,-0.862,-3.070,-2.400,2.650,0.079200,0.261,-3.534,0.061,2.659,0.079200,-2.215,-1.546,2.611,2.654,0.079200,4.618,-0.608,7.900,2.654,0.079200,0.501,1.717,-7.226,2.650,0.079200,1.868,-0.960,2.669,2.659,0.079200,0.955,3.148,-2.894,2.659,0.079200,0.247,-1.604,-0.779,2.650
0.082500,-0.125,-3.309,-1.243,2.654,0.082500,1.912,2.317,1.853,2.654,0.082500,-1.048,-6.908,-0.408,2.654,0.082500,-1.267,-6.527,-0.203,2.650,0.082500,-0.945,-3.201,-2.371,2.650,0.082500,0.129,-3.529,-0.105,2.659,0.082500,-2.186,-1.160,2.630,2.650,0.082500,4.418,-1.267,7.607,2.659,0.082500,0.545,1.868,-7.314,2.650,0.082500,1.761,-1.287,2.400,2.654,0.082500,1.038,3.328,-2.806,2.654,0.082500,0.178,-1.590,-0.955,2.650
0.085800,-0.242,-3.319,-1.341,2.654,0.085800,1.927,2.049,1.995,2.650,0.085800,-1.258,-6.913,-0.129,2.650,0.085800,-1.458,-6.513,0.115,2.650,0.085800,-1.028,-3.343,-2.317,2.650,0.085800,-0.002,-3.524,-0.247,2.659,0.085800,-2.142,-0.784,2.596,2.654,0.085800,4.203,-1.932,7.158,2.654,0.085800,0.593,2.034,-7.382,2.654,0.085800,1.639,-1.560,2.103,2.650,0.085800,1.126,3.509,-2.698,2.659,0.085800,0.115,-1.575,-1.136,2.650
0.089100,-0.354,-3.338,-1.414,2.659,0.089100,1.927,1.756,2.103,2.654,0.089100,-1.463,-6.889,0.208,2.654,0.089100,-1.639,-6.459,0.486,2.654,0.089100,-1.116,-3.490,-2.234,2.650,0.089100,-0.125,-3.514,-0.359,2.654,0.089100,-2.083,-0.427,2.508,2.654,0.089100,3.973,-2.596,6.576,2.659,0.089100,0.652,2.225,-7.431,2.650,0.089100,1.526,-1.785,1.790,2.650,0.089100,1.214,3.714,-2.552,2.650,0.089100,0.056,-1.560,-1.306,2.650
0.092400,-0.462,-3.368,-1.468,2.650,0.092400,1.912,1.458,2.171,2.654,0.092400,-1.653,-6.830,0.598,2.650,0.092400,-1.810,-6.357,0.906,2.650,0.092400,-1.199,-3.641,-2.132,2.650,0.092400,-0.252,-3.514,-0.447,2.654,0.092400,-2.024,-0.090,2.371,2.654,0.092400,3.724,-3.255,5.893,2.654,0.092400,0.711,2.430,-7.465,2.654,0.092400,1.399,-1.966,1.473,2.654,0.092400,1.311,3.915,-2.366,2.654,0.092400,-0.002,-1.551,-1.473,2.650
0.095700,-0.564,-3.411,-1.492,2.654,0.095700,1.893,1.155,2.200,2.650,0.095700,-1.839,-6.708,1.038,2.650,0.095700,-1.976,-6.190,1.365,2.650,0.095700,-1.292,-3.802,-1.995,2.650,0.095700,-0.369,-3.514,-0.510,2.650,0.095700,-1.946,0.217,2.186,2.659,0.095700,3.460,-3.915,5.126,2.659,0.095700,0.774,2.659,-7.470,2.654,0.095700,1.272,-2.103,1.150,2.654,0.095700,1.409,4.110,-2.156,2.654,0.095700,-0.056,-1.551,-1.629,2.650
0.099000,-0.667,-3.460,-1.502,2.654,0.099000,1.858,0.852,2.190,2.659,0.099000,-2.010,-6.523,1.526,2.654,0.099000,-2.122,-5.956,1.844,2.650,0.099000,-1.385,-3.958,-1.829,2.650,0.099000,-0.481,-3.514,-0.549,2.654,0.099000,-1.858,0.496,1.971,2.654,0.099000,3.187,-4.579,4.339,2.654,0.099000,0.842,2.908,-7.451,2.650,0.099000,1.150,-2.200,0.852,2.654,0.099000,1.507,4.295,-1.907,2.654,0.099000,-0.110,-1.556,-1.780,2.650
0.102300,-0.769,-3.524,-1.482,2.659,0.102300,1.814,0.559,2.132,2.659,0.102300,-2.166,-6.264,2.034,2.650,0.102300,-2.254,-5.639,2.347,2.650,0.102300,-1.477,-4.105,-1.629,2.650,0.102300,-0.589,-3.524,-0.569,2.654,0.102300,-1.770,0.735,1.726,2.659,0.102300,2.894,-5.228,3.553,2.654,0.102300,0.926,3.177,-7.402,2.650,0.102300,1.033,-2.264,0.549,2.654,0.102300,1.614,4.466,-1.614,2.650,0.102300,-0.159,-1.565,-1.932,2.654
0.105600,-0.872,-3.592,-1.443,2.659,0.105600,1.766,0.291,2.044,2.654,0.105600,-2.308,-5.912,2.537,2.650,0.105600,-2.361,-5.243,2.850,2.650,0.105600,-1.580,-4.252,-1.399,2.654,0.105600,-0.701,-3.543,-0.569,2.654,0.105600,-1.678,0.935,1.463,2.654,0.105600,2.586,-5.790,2.772,2.654,0.105600,1.009,3.480,-7.324,2.654,0.105600,0.911,-2.298,0.266,2.650,0.105600,1.722,4.623,-1.292,2.650,0.105600,-0.217,-1.580,-2.073,2.650
0.108900,-0.969,-3.670,-1.375,2.654,0.108900,1.707,0.037,1.922,2.654,0.108900,-2.430,-5.482,3.050,2.650,0.108900,-2.459,-4.769,3.338,2.654,0.108900,-1.678,-4.369,-1.136,2.650,0.108900,-0.799,-3.558,-0.540,2.650,0.108900,-1.580,1.096,1.189,2.654,0.108900,2.278,-6.186,2.044,2.654,0.108900,1.106,3.807,-7.192,2.654,0.108900,0.799,-2.313,-0.002,2.654,0.108900,1.824,4.735,-0.935,2.654,0.108900,-0.256,-1.604,-2.215,2.659
0.112200,-1.067,-3.748,-1.287,2.654,0.112200,1.643,-0.198,1.770,2.650,0.112200,-2.527,-4.974,3.558,2.650,0.112200,-2.532,-4.227,3.797,2.650,0.112200,-1.770,-4.471,-0.847,2.654,0.112200,-0.896,-3.573,-0.496,2.654,0.112200,-1.482,1.219,0.906,2.654,0.112200,1.971,-6.449,1.389,2.654,0.112200,1.209,4.159,-7.026,2.654,0.112200,0.681,-2.308,-0.252,2.650,0.112200,1.932,4.808,-0.545,2.650,0.112200,-0.315,-1.643,-2.342,2.654
0.115500,-1.165,-3.832,-1.175,2.654,0.115500,1.575,-0.403,1.590,2.654,0.115500,-2.606,-4.393,4.046,2.650,0.115500,-2.581,-3.621,4.203,2.654,0.115500,-1.873,-4.535,-0.530,2.654,0.115500,-0.989,-3.597,-0.427,2.650,0.115500,-1.380,1.306,0.618,2.654,0.115500,1.663,-6.601,0.808,2.654,0.115500,1.326,4.554,-6.806,2.654,0.115500,0.574,-2.293,-0.491,2.650,0.115500,2.039,4.828,-0.129,2.650,0.115500,-0.354,-1.697,-2.469,2.650
0.118800,-1.267,-3.905,-1.038,2.659,0.118800,1.497,-0.579,1.394,2.659,0.118800,-2.654,-3.748,4.476,2.650,0.118800,-2.606,-2.972,4.540,2.654,0.118800,-1.971,-4.559,-0.188,2.654,0.118800,-1.087,-3.607,-0.339,2.650,0.118800,-1.282,1.365,0.335,2.659,0.118800,1.365,-6.674,0.320,2.654,0.118800,1.448,4.969,-6.532,2.650,0.118800,0.471,-2.269,-0.720,2.650,0.118800,2.142,4.789,0.320,2.650,0.118800,-0.408,-1.751,-2.586,2.654
0.122100,-1.360,-3.973,-0.867,2.659,0.122100,1.419,-0.730,1.184,2.654,0.122100,-2.684,-3.055,4.842,2.654,0.122100,-2.606,-2.293,4.789,2.650,0.122100,-2.059,-4.540,0.178,2.654,0.122100,-1.179,-3.612,-0.242,2.650,0.122100,-1.189,1.394,0.061,2.654,0.122100,1.077,-6.689,-0.076,2.659,0.122100,1.580,5.419,-6.200,2.654,0.122100,0.374,-2.244,-0.926,2.650,0.122100,2.230,4.676,0.779,2.650,0.122100,-0.462,-1.824,-2.698,2.654
0.125400,-1.453,-4.037,-0.686,2.654,0.125400,1.346,-0.847,0.960,2.659,0.125400,-2.684,-2.357,5.111,2.650,0.125400,-2.581,-1.609,4.930,2.659,0.125400,-2.151,-4.466,0.559,2.654,0.125400,-1.263,-3.607,-0.110,2.650,0.125400,-1.092,1.399,-0.208,2.654,0.125400,0.794,-6.679,-0.408,2.654,0.125400,1.731,5.902,-5.800,2.654,0.125400,0.281,-2.215,-1.121,2.654,0.125400,2.317,4.491,1.243,2.650,0.125400,-0.510,-1.897,-2.801,2.650
0.128700,-1.546,-4.076,-0.471,2.654,0.128700,1.263,-0.940,0.730,2.659,0.128700,-2.654,-1.658,5.272,2.654,0.128700,-2.527,-0.916,4.965,2.654,0.128700,-2.234,-4.335,0.945,2.654,0.128700,-1.350,-3.592,0.022,2.650,0.128700,-1.004,1.389,-0.471,2.654,0.128700,0.530,-6.654,-0.657,2.654,0.128700,1.888,6.410,-5.341,2.654,0.128700,0.193,-2.190,-1.311,2.650,0.128700,2.391,4.222,1.702,2.654,0.128700,-0.559,-1.985,-2.894,2.654
0.132000,-1.643,-4.095,-0.237,2.659,0.132000,1.175,-1.004,0.501,2.654,0.132000,-2.611,-0.969,5.321,2.645,0.132000,-2.459,-0.242,4.886,2.659,0.132000,-2.303,-4.134,1.331,2.654,0.132000,-1.429,-3.568,0.173,2.654,0.132000,-0.916,1.360,-0.725,2.654,0.132000,0.266,-6.630,-0.823,2.659,0.132000,2.063,6.933,-4.828,2.654,0.132000,0.105,-2.176,-1.487,2.654,0.132000,2.454,3.875,2.147,2.659,0.132000,-0.613,-2.093,-2.967,2.654
0.135300,-1.731,-4.090,0.022,2.659,0.135300,1.101,-1.048,0.276,2.659,0.135300,-2.537,-0.271,5.248,2.654,0.135300,-2.366,0.393,4.706,2.654,0.135300,-2.371,-3.885,1.712,2.659,0.135300,-1.507,-3.524,0.344,2.650,0.135300,-0.838,1.321,-0.965,2.659,0.135300,0.022,-6.611,-0.930,2.659,0.135300,2.244,7.460,-4.320,2.650,0.135300,0.027,-2.156,-1.643,2.650,0.135300,2.498,3.465,2.557,2.650,0.135300,-0.672,-2.205,-3.040,2.654
0.138600,-1.814,-4.046,0.286,2.654,0.138600,1.023,-1.062,0.046,2.650,0.138600,-2.440,0.408,5.072,2.650,0.138600,-2.259,0.984,4.437,2.654,0.138600,-2.415,-3.568,2.068,2.654,0.138600,-1.580,-3.460,0.520,2.650,0.138600,-0.759,1.267,-1.199,2.654,0.138600,-0.212,-6.606,-0.955,2.654,0.138600,2.444,7.993,-3.812,2.650,0.138600,-0.051,-2.156,-1.800,2.654,0.138600,2.527,2.996,2.918,2.659,0.138600,-0.725,-2.337,-3.084,2.654
0.141900,-1.893,-3.973,0.569,2.650,0.141900,0.945,-1.067,-0.183,2.659,0.141900,-2.317,1.048,4.789,2.654,0.141900,-2.127,1.526,4.095,2.650,0.141900,-2.449,-3.197,2.391,2.654,0.141900,-1.643,-3.377,0.701,2.650,0.141900,-0.686,1.214,-1.424,2.654,0.141900,-0.442,-6.615,-0.926,2.659,0.141900,2.654,8.510,-3.309,2.659,0.141900,-0.125,-2.156,-1.941,2.650,0.141900,2.532,2.469,3.216,2.654,0.141900,-0.789,-2.479,-3.128,2.654
0.145200,-1.966,-3.856,0.862,2.654,0.145200,0.872,-1.053,-0.398,2.659,0.145200,-2.181,1.634,4.432,2.654,0.145200,-1.985,2.000,3.700,2.650,0.145200,-2.474,-2.786,2.669,2.659,0.145200,-1.702,-3.265,0.886,2.650,0.145200,-0.618,1.155,-1.639,2.654,0.145200,-0.667,-6.640,-0.823,2.654,0.145200,2.874,8.989,-2.796,2.650,0.145200,-0.198,-2.181,-2.073,2.654,0.145200,2.518,1.917,3.436,2.654,0.145200,-0.852,-2.635,-3.143,2.654
0.148500,-2.029,-3.705,1.150,2.654,0.148500,0.808,-1.028,-0.623,2.659,0.148500,-2.039,2.151,4.027,2.650,0.148500,-1.829,2.420,3.289,2.654,0.148500,-2.479,-2.342,2.889,2.654,0.148500,-1.756,-3.128,1.067,2.654,0.148500,-0.554,1.092,-1.853,2.650,0.148500,-0.882,-6.669,-0.662,2.659,0.148500,3.099,9.424,-2.293,2.650,0.148500,-0.266,-2.200,-2.195,2.650,0.148500,2.484,1.346,3.573,2.654,0.148500,-0.921,-2.806,-3.138,2.654
0.151800,-2.088,-3.504,1.433,2.659,0.151800,0.740,-0.994,-0.833,2.654,0.151800,-1.873,2.596,3.587,2.650,0.151800,-1.668,2.757,2.864,2.659,0.151800,-2.464,-1.873,3.045,2.659,0.151800,-1.805,-2.967,1.248,2.654,0.151800,-0.496,1.033,-2.059,2.650,0.151800,-1.087,-6.689,-0.437,2.654,0.151800,3.333,9.785,-1.785,2.650,0.151800,-0.339,-2.244,-2.303,2.654,0.151800,2.435,0.779,3.612,2.654,0.151800,-0.989,-2.982,-3.118,2.654
0.155100,-2.132,-3.260,1.697,2.654,0.155100,0.681,-0.945,-1.033,2.654,0.155100,-1.707,2.977,3.148,2.650,0.155100,-1.502,3.040,2.444,2.654,0.155100,-2.435,-1.389,3.128,2.659,0.155100,-1.844,-2.786,1.414,2.654,0.155100,-0.447,0.969,-2.259,2.654,0.155100,-1.292,-6.694,-0.159,2.654,0.155100,3.578,10.000,-1.277,2.650,0.155100,-0.413,-2.293,-2.405,2.654,0.155100,2.361,0.222,3.563,2.654,0.155100,-1.067,-3.172,-3.065,2.654
0.158400,-2.171,-2.982,1.941,2.654,0.158400,0.618,-0.896,-1.238,2.654,0.158400,-1.531,3.284,2.708,2.654,0.158400,-1.331,3.255,2.049,2.659,0.158400,-2.386,-0.921,3.133,2.654,0.158400,-1.873,-2.581,1.565,2.654,0.158400,-0.393,0.916,-2.449,2.654,0.158400,-1.487,-6.674,0.178,2.650,0.158400,3.812,10.000,-0.774,2.659,0.158400,-0.481,-2.361,-2.484,2.654,0.158400,2.278,-0.305,3.421,2.654,0.158400,-1.145,-3.377,-2.991,2.654
