"Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4"
0.000000,-0.885,-0.630,-0.175,1.114,0.000000,-0.763,-2.237,-3.672,1.114,0.000000,-0.963,-3.223,1.295,1.114,0.000000,0.576,-0.933,0.411,1.114,0.000000,1.015,-1.099,2.218,1.114,0.000000,0.908,2.936,0.479,1.118,0.000000,1.172,3.419,-3.121,1.114,0.000000,0.737,2.169,-3.506,1.114,0.000000,-0.255,0.420,-1.240,1.114,0.000000,1.069,-0.312,1.119,1.109,0.000000,-0.841,-1.900,-2.295,1.114,0.000000,1.152,2.921,1.129,1.109
0.003300,-0.875,-0.635,-0.239,1.118,0.003300,-0.821,-2.412,-3.633,1.114,0.003300,-1.046,-3.116,1.426,1.114,0.003300,0.527,-0.942,0.284,1.114,0.003300,0.937,-1.245,2.061,1.114,0.003300,0.981,2.882,0.601,1.114,0.003300,1.255,3.639,-2.896,1.114,0.003300,0.786,2.325,-3.453,1.114,0.003300,-0.235,0.406,-1.343,1.109,0.003300,1.020,-0.400,1.016,1.109,0.003300,-0.885,-2.027,-2.266,1.109,0.003300,1.220,2.804,1.290,1.114
0.006600,-0.865,-0.639,-0.298,1.114,0.006600,-0.880,-2.603,-3.565,1.114,0.006600,-1.124,-2.989,1.563,1.118,0.006600,0.468,-0.957,0.166,1.114,0.006600,0.854,-1.377,1.905,1.114,0.006600,1.045,2.833,0.733,1.109,0.006600,1.347,3.859,-2.647,1.114,0.006600,0.849,2.496,-3.389,1.114,0.006600,-0.211,0.386,-1.450,1.109,0.006600,0.971,-0.469,0.899,1.109,0.006600,-0.929,-2.158,-2.227,1.114,0.006600,1.269,2.677,1.451,1.114
0.009900,-0.860,-0.654,-0.351,1.114,0.009900,-0.948,-2.803,-3.477,1.118,0.009900,-1.183,-2.847,1.705,1.114,0.009900,0.419,-0.957,0.044,1.118,0.009900,0.771,-1.484,1.744,1.114,0.009900,1.108,2.755,0.870,1.114,0.009900,1.440,4.078,-2.354,1.114,0.009900,0.908,2.672,-3.301,1.114,0.009900,-0.191,0.367,-1.553,1.114,0.009900,0.913,-0.537,0.782,1.114,0.009900,-0.973,-2.295,-2.168,1.114,0.009900,1.313,2.525,1.602,1.114
0.013200,-0.850,-0.664,-0.415,1.114,0.013200,-1.017,-3.008,-3.365,1.114,0.013200,-1.241,-2.691,1.842,1.114,0.013200,0.371,-0.957,-0.068,1.114,0.013200,0.688,-1.572,1.593,1.114,0.013200,1.167,2.677,1.006,1.114,0.013200,1.538,4.279,-2.031,1.118,0.013200,0.981,2.853,-3.189,1.114,0.013200,-0.167,0.347,-1.650,1.109,0.013200,0.859,-0.581,0.665,1.109,0.013200,-1.026,-2.432,-2.090,1.114,0.013200,1.352,2.354,1.754,1.118
0.016500,-0.841,-0.683,-0.469,1.118,0.016500,-1.095,-3.228,-3.228,1.114,0.016500,-1.290,-2.515,1.973,1.114,0.016500,0.322,-0.952,-0.180,1.123,0.016500,0.600,-1.650,1.441,1.114,0.016500,1.220,2.569,1.153,1.114,0.016500,1.640,4.464,-1.665,1.118,0.016500,1.054,3.053,-3.052,1.114,0.016500,-0.147,0.332,-1.753,1.114,0.016500,0.810,-0.625,0.542,1.118,0.016500,-1.080,-2.569,-2.002,1.118,0.016500,1.386,2.174,1.900,1.118
0.019800,-0.841,-0.703,-0.522,1.114,0.019800,-1.178,-3.453,-3.062,1.118,0.019800,-1.329,-2.324,2.096,1.114,0.019800,0.278,-0.947,-0.288,1.114,0.019800,0.522,-1.704,1.309,1.114,0.019800,1.269,2.452,1.295,1.114,0.019800,1.748,4.616,-1.270,1.118,0.019800,1.128,3.248,-2.881,1.114,0.019800,-0.133,0.323,-1.856,1.114,0.019800,0.756,-0.659,0.420,1.109,0.019800,-1.134,-2.705,-1.885,1.114,0.019800,1.406,1.973,2.017,1.118
0.023100,-0.836,-0.723,-0.586,1.114,0.023100,-1.261,-3.672,-2.857,1.118,0.023100,-1.358,-2.119,2.203,1.114,0.023100,0.239,-0.937,-0.390,1.114,0.023100,0.439,-1.743,1.172,1.114,0.023100,1.308,2.320,1.426,1.109,0.023100,1.850,4.728,-0.835,1.114,0.023100,1.206,3.448,-2.691,1.114,0.023100,-0.118,0.303,-1.953,1.114,0.023100,0.708,-0.679,0.303,1.114,0.023100,-1.192,-2.837,-1.753,1.114,0.023100,1.425,1.759,2.130,1.114
0.026400,-0.836,-0.752,-0.639,1.118,0.026400,-1.354,-3.902,-2.622,1.118,0.026400,-1.383,-1.900,2.296,1.114,0.026400,0.190,-0.933,-0.498,1.114,0.026400,0.356,-1.777,1.050,1.114,0.026400,1.342,2.169,1.563,1.114,0.026400,1.953,4.787,-0.371,1.114,0.026400,1.294,3.649,-2.461,1.114,0.026400,-0.103,0.284,-2.051,1.118,0.026400,0.654,-0.693,0.181,1.109,0.026400,-1.261,-2.969,-1.602,1.114,0.026400,1.430,1.534,2.218,1.118
0.029700,-0.836,-0.786,-0.683,1.118,0.029700,-1.451,-4.122,-2.354,1.114,0.029700,-1.402,-1.670,2.374,1.114,0.029700,0.151,-0.923,-0.600,1.114,0.029700,0.283,-1.797,0.933,1.118,0.029700,1.367,2.003,1.680,1.114,0.029700,2.056,4.787,0.122,1.114,0.029700,1.382,3.844,-2.207,1.114,0.029700,-0.084,0.274,-2.149,1.114,0.029700,0.605,-0.698,0.064,1.118,0.029700,-1.319,-3.096,-1.431,1.114,0.029700,1.430,1.304,2.281,1.118
0.033000,-0.831,-0.815,-0.737,1.114,0.033000,-1.554,-4.332,-2.046,1.114,0.033000,-1.402,-1.436,2.428,1.118,0.033000,0.117,-0.913,-0.703,1.114,0.033000,0.204,-1.812,0.821,1.118,0.033000,1.386,1.827,1.788,1.114,0.033000,2.158,4.704,0.635,1.118,0.033000,1.474,4.030,-1.914,1.109,0.033000,-0.074,0.264,-2.246,1.118,0.033000,0.561,-0.703,-0.053,1.114,0.033000,-1.393,-3.208,-1.240,1.114,0.033000,1.421,1.070,2.320,1.114
0.036300,-0.831,-0.854,-0.781,1.118,0.036300,-1.661,-4.517,-1.699,1.114,0.036300,-1.397,-1.201,2.457,1.118,0.036300,0.073,-0.908,-0.796,1.118,0.036300,0.136,-1.821,0.723,1.118,0.036300,1.396,1.636,1.881,1.114,0.036300,2.246,4.542,1.153,1.114,0.036300,1.572,4.196,-1.587,1.114,0.036300,-0.069,0.254,-2.344,1.114,0.036300,0.512,-0.703,-0.166,1.118,0.036300,-1.461,-3.306,-1.020,1.114,0.036300,1.401,0.831,2.340,1.114
0.039600,-0.831,-0.889,-0.825,1.118,0.039600,-1.759,-4.683,-1.323,1.109,0.039600,-1.383,-0.967,2.467,1.114,0.039600,0.038,-0.898,-0.889,1.114,0.039600,0.063,-1.821,0.630,1.118,0.039600,1.401,1.441,1.954,1.109,0.039600,2.324,4.298,1.676,1.109,0.039600,1.665,4.337,-1.226,1.114,0.039600,-0.059,0.240,-2.442,1.114,0.039600,0.468,-0.693,-0.283,1.114,0.039600,-1.529,-3.389,-0.786,1.114,0.039600,1.377,0.606,2.335,1.114
0.042900,-0.836,-0.933,-0.869,1.118,0.042900,-1.876,-4.806,-0.903,1.114,0.042900,-1.368,-0.732,2.447,1.114,0.042900,0.009,-0.898,-0.986,1.114,0.042900,-0.001,-1.821,0.547,1.114,0.042900,1.401,1.236,2.008,1.114,0.042900,2.388,3.966,2.179,1.109,0.042900,1.762,4.445,-0.835,1.109,0.042900,-0.045,0.235,-2.534,1.118,0.042900,0.429,-0.683,-0.395,1.114,0.042900,-1.598,-3.443,-0.537,1.118,0.042900,1.347,0.376,2.306,1.114
0.046200,-0.841,-0.972,-0.908,1.118,0.046200,-1.974,-4.874,-0.454,1.118,0.046200,-1.339,-0.503,2.408,1.118,0.046200,-0.025,-0.893,-1.074,1.118,0.046200,-0.069,-1.817,0.474,1.114,0.046200,1.391,1.036,2.042,1.118,0.046200,2.441,3.566,2.657,1.114,0.046200,1.865,4.498,-0.420,1.114,0.046200,-0.035,0.225,-2.632,1.118,0.046200,0.385,-0.669,-0.498,1.114,0.046200,-1.666,-3.472,-0.268,1.114,0.046200,1.308,0.166,2.252,1.114
0.049500,-0.846,-1.025,-0.947,1.114,0.049500,-2.081,-4.898,0.020,1.114,0.049500,-1.305,-0.288,2.345,1.114,0.049500,-0.059,-0.893,-1.162,1.114,0.049500,-0.133,-1.802,0.401,1.109,0.049500,1.372,0.831,2.052,1.114,0.049500,2.476,3.087,3.092,1.114,0.049500,1.953,4.503,0.025,1.109,0.049500,-0.030,0.215,-2.730,1.114,0.049500,0.346,-0.654,-0.610,1.118,0.049500,-1.730,-3.472,0.015,1.114,0.049500,1.264,-0.034,2.174,1.114
