"Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4","Time","Potential 1","Potential 2","Potential 3","Potential 4"
0.033000,-0.230,-1.255,-2.823,2.037,0.033000,0.063,-1.143,-1.880,2.037,0.033000,-2.599,-4.708,1.954,2.037,0.033000,0.615,3.492,-0.806,2.032,0.033000,1.240,3.463,-0.552,2.027,0.033000,0.483,3.517,-0.830,2.022,0.033000,-0.103,3.390,-0.654,2.027,0.033000,0.077,-1.250,-1.626,2.022,0.033000,-2.213,-5.338,-0.141,2.022,0.033000,1.753,0.572,2.437,2.027,0.033000,-0.567,-1.904,-3.301,2.022,0.033000,-1.979,2.218,2.774,2.027
0.036300,-0.269,-1.299,-2.935,2.037,0.036300,0.024,-1.133,-2.012,2.037,0.036300,-2.672,-4.322,2.481,2.042,0.036300,0.717,3.527,-0.752,2.037,0.036300,1.323,3.492,-0.366,2.032,0.036300,0.590,3.546,-0.801,2.027,0.036300,0.024,3.395,-0.752,2.022,0.036300,0.024,-1.245,-1.763,2.022,0.036300,-2.325,-5.294,0.376,2.027,0.036300,1.709,0.284,2.379,2.027,0.036300,-0.616,-2.022,-3.355,2.027,0.036300,-1.818,2.545,2.379,2.022
0.039600,-0.308,-1.353,-3.042,2.037,0.039600,-0.020,-1.133,-2.149,2.037,0.039600,-2.726,-3.848,2.970,2.042,0.039600,0.820,3.561,-0.674,2.037,0.039600,1.401,3.507,-0.166,2.027,0.039600,0.698,3.575,-0.742,2.022,0.039600,0.146,3.400,-0.820,2.032,0.039600,-0.020,-1.235,-1.895,2.027,0.039600,-2.433,-5.177,0.909,2.027,0.039600,1.650,0.000,2.276,2.027,0.039600,-0.675,-2.154,-3.394,2.027,0.039600,-1.656,2.804,1.978,2.027
0.042900,-0.347,-1.421,-3.145,2.037,0.042900,-0.059,-1.133,-2.281,2.037,0.042900,-2.760,-3.306,3.404,2.042,0.042900,0.918,3.590,-0.571,2.032,0.042900,1.469,3.502,0.049,2.027,0.042900,0.805,3.610,-0.674,2.022,0.042900,0.263,3.409,-0.859,2.032,0.042900,-0.059,-1.235,-2.027,2.027,0.042900,-2.526,-4.962,1.441,2.022,0.042900,1.587,-0.249,2.149,2.027,0.042900,-0.728,-2.305,-3.409,2.027,0.042900,-1.490,3.004,1.593,2.027
0.046200,-0.386,-1.494,-3.238,2.037,0.046200,-0.098,-1.147,-2.407,2.037,0.046200,-2.765,-2.710,3.761,2.042,0.046200,1.015,3.614,-0.444,2.037,0.046200,1.543,3.458,0.284,2.027,0.046200,0.903,3.644,-0.561,2.022,0.046200,0.375,3.429,-0.884,2.027,0.046200,-0.103,-1.245,-2.158,2.022,0.046200,-2.609,-4.659,1.973,2.022,0.046200,1.513,-0.478,1.988,2.022,0.046200,-0.787,-2.466,-3.418,2.022,0.046200,-1.329,3.155,1.221,2.027
0.049500,-0.426,-1.582,-3.326,2.037,0.049500,-0.137,-1.167,-2.530,2.042,0.049500,-2.750,-2.075,4.025,2.042,0.049500,1.108,3.634,-0.293,2.042,0.049500,1.611,3.400,0.518,2.027,0.049500,1.005,3.658,-0.434,2.022,0.049500,0.483,3.453,-0.874,2.027,0.049500,-0.147,-1.260,-2.285,2.022,0.049500,-2.672,-4.268,2.491,2.027,0.049500,1.435,-0.683,1.807,2.022,0.049500,-0.850,-2.632,-3.399,2.027,0.049500,-1.163,3.248,0.889,2.022
0.052800,-0.470,-1.680,-3.409,2.037,0.052800,-0.172,-1.191,-2.657,2.037,0.052800,-2.721,-1.421,4.191,2.042,0.052800,1.196,3.644,-0.127,2.042,0.052800,1.675,3.307,0.762,2.027,0.052800,1.098,3.678,-0.293,2.022,0.052800,0.590,3.483,-0.849,2.027,0.052800,-0.186,-1.284,-2.398,2.022,0.052800,-2.726,-3.790,2.965,2.022,0.052800,1.362,-0.864,1.617,2.022,0.052800,-0.919,-2.818,-3.365,2.027,0.052800,-1.002,3.317,0.577,2.027
0.056100,-0.513,-1.782,-3.482,2.037,0.056100,-0.211,-1.230,-2.769,2.042,0.056100,-2.658,-0.766,4.235,2.042,0.056100,1.289,3.634,0.059,2.042,0.056100,1.733,3.180,1.011,2.027,0.056100,1.191,3.683,-0.127,2.022,0.056100,0.698,3.517,-0.801,2.027,0.056100,-0.225,-1.313,-2.520,2.027,0.056100,-2.755,-3.252,3.395,2.022,0.056100,1.274,-1.016,1.407,2.022,0.056100,-0.992,-3.013,-3.301,2.032,0.056100,-0.846,3.351,0.298,2.032
0.059400,-0.567,-1.900,-3.536,2.037,0.059400,-0.250,-1.274,-2.886,2.042,0.059400,-2.579,-0.132,4.176,2.042,0.059400,1.367,3.605,0.259,2.042,0.059400,1.782,3.024,1.256,2.027,0.059400,1.279,3.673,0.064,2.022,0.059400,0.800,3.551,-0.723,2.027,0.059400,-0.260,-1.353,-2.627,2.022,0.059400,-2.760,-2.652,3.741,2.022,0.059400,1.191,-1.133,1.202,2.022,0.059400,-1.075,-3.213,-3.208,2.027,0.059400,-0.694,3.370,0.049,2.027
0.062700,-0.616,-2.036,-3.585,2.032,0.062700,-0.284,-1.323,-2.998,2.037,0.062700,-2.472,0.474,4.015,2.042,0.062700,1.450,3.556,0.474,2.042,0.062700,1.826,2.833,1.490,2.027,0.062700,1.367,3.639,0.269,2.022,0.062700,0.893,3.585,-0.625,2.027,0.062700,-0.303,-1.397,-2.740,2.027,0.062700,-2.745,-2.022,3.995,2.022,0.062700,1.103,-1.230,0.987,2.027,0.062700,-1.153,-3.433,-3.091,2.027,0.062700,-0.548,3.370,-0.161,2.032
0.066000,-0.670,-2.178,-3.619,2.037,0.066000,-0.323,-1.387,-3.101,2.042,0.066000,-2.360,1.036,3.761,2.037,0.066000,1.518,3.478,0.704,2.042,0.066000,1.855,2.608,1.705,2.022,0.066000,1.450,3.590,0.484,2.027,0.066000,0.991,3.619,-0.498,2.027,0.066000,-0.343,-1.460,-2.837,2.027,0.066000,-2.706,-1.377,4.142,2.022,0.066000,1.025,-1.304,0.772,2.027,0.066000,-1.231,-3.648,-2.940,2.032,0.066000,-0.406,3.370,-0.351,2.032
0.069300,-0.723,-2.334,-3.633,2.037,0.069300,-0.362,-1.455,-3.194,2.042,0.069300,-2.223,1.534,3.444,2.037,0.069300,1.592,3.370,0.938,2.042,0.069300,1.880,2.359,1.895,2.027,0.069300,1.523,3.507,0.713,2.027,0.069300,1.088,3.639,-0.361,2.027,0.069300,-0.382,-1.523,-2.935,2.027,0.069300,-2.643,-0.727,4.186,2.027,0.069300,0.937,-1.357,0.567,2.032,0.069300,-1.334,-3.878,-2.769,2.027,0.069300,-0.269,3.361,-0.512,2.032
0.072600,-0.787,-2.505,-3.633,2.042,0.072600,-0.406,-1.533,-3.287,2.037,0.072600,-2.081,1.983,3.082,2.037,0.072600,1.650,3.234,1.177,2.042,0.072600,1.889,2.086,2.061,2.022,0.072600,1.587,3.390,0.948,2.027,0.072600,1.176,3.654,-0.190,2.022,0.072600,-0.421,-1.597,-3.023,2.027,0.072600,-2.565,-0.102,4.118,2.027,0.072600,0.849,-1.397,0.362,2.027,0.072600,-1.427,-4.107,-2.544,2.032,0.072600,-0.137,3.361,-0.639,2.032
0.075900,-0.855,-2.686,-3.614,2.037,0.075900,-0.450,-1.626,-3.375,2.042,0.075900,-1.930,2.354,2.691,2.037,0.075900,1.704,3.067,1.407,2.042,0.075900,1.889,1.798,2.193,2.027,0.075900,1.655,3.253,1.187,2.027,0.075900,1.274,3.649,-0.005,2.027,0.075900,-0.470,-1.680,-3.106,2.027,0.075900,-2.462,0.503,3.951,2.027,0.075900,0.771,-1.411,0.161,2.027,0.075900,-1.524,-4.327,-2.290,2.027,0.075900,-0.015,3.361,-0.752,2.032
0.079200,-0.924,-2.881,-3.570,2.037,0.079200,-0.494,-1.729,-3.453,2.042,0.079200,-1.764,2.662,2.286,2.037,0.079200,1.748,2.862,1.632,2.042,0.079200,1.885,1.490,2.291,2.027,0.079200,1.709,3.077,1.426,2.027,0.079200,1.357,3.624,0.196,2.027,0.079200,-0.518,-1.777,-3.179,2.032,0.079200,-2.340,1.050,3.693,2.027,0.079200,0.693,-1.421,-0.029,2.027,0.079200,-1.632,-4.537,-1.997,2.027,0.079200,0.107,3.361,-0.825,2.032
0.082500,-0.997,-3.081,-3.506,2.037,0.082500,-0.538,-1.836,-3.516,2.042,0.082500,-1.603,2.906,1.895,2.042,0.082500,1.782,2.638,1.837,2.042,0.082500,1.865,1.182,2.345,2.027,0.082500,1.748,2.872,1.651,2.027,0.082500,1.435,3.580,0.406,2.022,0.082500,-0.567,-1.890,-3.238,2.027,0.082500,-2.213,1.544,3.380,2.027,0.082500,0.615,-1.416,-0.215,2.027,0.082500,-1.739,-4.727,-1.660,2.027,0.082500,0.224,3.375,-0.884,2.027
0.085800,-1.075,-3.306,-3.409,2.037,0.085800,-0.587,-1.963,-3.570,2.042,0.085800,-1.437,3.087,1.514,2.037,0.085800,1.811,2.384,2.022,2.042,0.085800,1.836,0.875,2.364,2.027,0.085800,1.787,2.638,1.861,2.027,0.085800,1.513,3.512,0.635,2.022,0.085800,-0.616,-2.007,-3.291,2.032,0.085800,-2.071,1.978,3.014,2.027,0.085800,0.541,-1.401,-0.395,2.027,0.085800,-1.852,-4.889,-1.294,2.027,0.085800,0.336,3.390,-0.908,2.027
0.089100,-1.163,-3.531,-3.282,2.037,0.089100,-0.636,-2.100,-3.614,2.037,0.089100,-1.270,3.224,1.153,2.042,0.089100,1.826,2.110,2.183,2.037,0.089100,1.797,0.572,2.340,2.027,0.089100,1.806,2.379,2.047,2.027,0.089100,1.582,3.409,0.870,2.022,0.089100,-0.665,-2.134,-3.326,2.027,0.089100,-1.920,2.340,2.623,2.032,0.089100,0.473,-1.387,-0.571,2.032,0.089100,-1.964,-5.016,-0.889,2.022,0.089100,0.449,3.419,-0.918,2.032
0.092400,-1.251,-3.770,-3.121,2.037,0.092400,-0.694,-2.246,-3.633,2.037,0.092400,-1.100,3.307,0.826,2.037,0.092400,1.826,1.817,2.310,2.037,0.092400,1.738,0.284,2.276,2.027,0.092400,1.826,2.096,2.203,2.027,0.092400,1.645,3.282,1.099,2.022,0.092400,-0.719,-2.281,-3.350,2.032,0.092400,-1.754,2.643,2.223,2.032,0.092400,0.410,-1.367,-0.742,2.027,0.092400,-2.081,-5.084,-0.444,2.027,0.092400,0.556,3.453,-0.903,2.027
0.095700,-1.344,-4.014,-2.925,2.037,0.095700,-0.753,-2.412,-3.653,2.037,0.095700,-0.943,3.365,0.528,2.037,0.095700,1.821,1.514,2.408,2.037,0.095700,1.684,0.000,2.174,2.022,0.095700,1.826,1.798,2.330,2.027,0.095700,1.699,3.121,1.343,2.027,0.095700,-0.782,-2.437,-3.355,2.032,0.095700,-1.593,2.872,1.832,2.032,0.095700,0.341,-1.343,-0.903,2.027,0.095700,-2.184,-5.099,0.025,2.027,0.095700,0.664,3.483,-0.859,2.032
0.099000,-1.446,-4.259,-2.681,2.032,0.099000,-0.816,-2.583,-3.638,2.037,0.099000,-0.787,3.400,0.264,2.037,0.099000,1.811,1.202,2.462,2.037,0.099000,1.621,-0.249,2.047,2.027,0.099000,1.821,1.485,2.418,2.022,0.099000,1.753,2.931,1.568,2.027,0.099000,-0.841,-2.598,-3.340,2.027,0.099000,-1.432,3.053,1.451,2.032,0.099000,0.278,-1.318,-1.064,2.032,0.099000,-2.286,-5.035,0.513,2.027,0.099000,0.766,3.522,-0.791,2.027
0.102300,-1.554,-4.503,-2.412,2.037,0.102300,-0.880,-2.774,-3.609,2.037,0.102300,-0.636,3.409,0.030,2.042,0.102300,1.777,0.889,2.477,2.037,0.102300,1.543,-0.478,1.890,2.032,0.102300,1.802,1.172,2.477,2.027,0.102300,1.787,2.701,1.783,2.027,0.102300,-0.909,-2.779,-3.311,2.027,0.102300,-1.266,3.185,1.094,2.027,0.102300,0.224,-1.299,-1.216,2.032,0.102300,-2.384,-4.893,1.016,2.022,0.102300,0.859,3.556,-0.703,2.027
0.105600,-1.661,-4.727,-2.100,2.032,0.105600,-0.953,-2.974,-3.555,2.037,0.105600,-0.484,3.409,-0.175,2.042,0.105600,1.738,0.591,2.452,2.037,0.105600,1.469,-0.679,1.715,2.027,0.105600,1.777,0.860,2.481,2.022,0.105600,1.816,2.457,1.973,2.022,0.105600,-0.987,-2.964,-3.252,2.022,0.105600,-1.100,3.268,0.772,2.032,0.105600,0.175,-1.274,-1.362,2.027,0.105600,-2.472,-4.669,1.529,2.022,0.105600,0.961,3.595,-0.586,2.027
0.108900,-1.774,-4.937,-1.738,2.037,0.108900,-1.031,-3.194,-3.477,2.032,0.108900,-0.343,3.409,-0.351,2.037,0.108900,1.694,0.298,2.389,2.037,0.108900,1.386,-0.854,1.524,2.032,0.108900,1.733,0.552,2.452,2.032,0.108900,1.836,2.179,2.144,2.032,0.108900,-1.051,-3.160,-3.169,2.027,0.108900,-0.943,3.321,0.474,2.027,0.108900,0.117,-1.260,-1.509,2.027,0.108900,-2.545,-4.356,2.027,2.027,0.108900,1.059,3.624,-0.454,2.032
0.112200,-1.896,-5.108,-1.343,2.037,0.112200,-1.114,-3.414,-3.365,2.032,0.112200,-0.211,3.400,-0.498,2.037,0.112200,1.640,0.025,2.291,2.037,0.112200,1.303,-1.001,1.319,2.027,0.112200,1.689,0.259,2.384,2.022,0.112200,1.841,1.886,2.281,2.027,0.112200,-1.134,-3.375,-3.057,2.022,0.112200,-0.787,3.356,0.205,2.027,0.112200,0.068,-1.240,-1.650,2.022,0.112200,-2.604,-3.970,2.501,2.022,0.112200,1.152,3.644,-0.302,2.022
0.115500,-2.013,-5.240,-0.908,2.037,0.115500,-1.202,-3.648,-3.223,2.032,0.115500,-0.079,3.395,-0.615,2.037,0.115500,1.577,-0.229,2.164,2.037,0.115500,1.220,-1.123,1.114,2.027,0.115500,1.631,-0.019,2.281,2.027,0.115500,1.831,1.583,2.379,2.022,0.115500,-1.217,-3.594,-2.915,2.022,0.115500,-0.636,3.370,-0.029,2.022,0.115500,0.024,-1.235,-1.787,2.027,0.115500,-2.648,-3.506,2.931,2.022,0.115500,1.235,3.649,-0.122,2.022
0.118800,-2.130,-5.323,-0.429,2.037,0.118800,-1.290,-3.892,-3.047,2.037,0.118800,0.043,3.400,-0.713,2.032,0.118800,1.509,-0.459,2.003,2.037,0.118800,1.128,-1.211,0.899,2.027,0.118800,1.567,-0.273,2.144,2.022,0.118800,1.816,1.270,2.442,2.027,0.118800,-1.310,-3.809,-2.744,2.027,0.118800,-0.494,3.365,-0.234,2.022,0.118800,-0.020,-1.226,-1.919,2.022,0.118800,-2.672,-2.989,3.302,2.022,0.118800,1.323,3.639,0.074,2.022
0.122100,-2.247,-5.328,0.069,2.037,0.122100,-1.388,-4.136,-2.837,2.037,0.122100,0.165,3.404,-0.781,2.032,0.122100,1.435,-0.664,1.832,2.042,0.122100,1.049,-1.284,0.694,2.027,0.122100,1.494,-0.503,1.988,2.022,0.122100,1.792,0.953,2.472,2.032,0.122100,-1.407,-4.034,-2.534,2.022,0.122100,-0.352,3.361,-0.405,2.027,0.122100,-0.059,-1.226,-2.046,2.022,0.122100,-2.672,-2.422,3.605,2.022,0.122100,1.406,3.605,0.284,2.022
0.125400,-2.355,-5.260,0.596,2.037,0.125400,-1.495,-4.381,-2.578,2.037,0.125400,0.283,3.414,-0.820,2.037,0.125400,1.357,-0.840,1.641,2.042,0.125400,0.957,-1.333,0.479,2.027,0.125400,1.421,-0.708,1.807,2.022,0.125400,1.753,0.645,2.452,2.027,0.125400,-1.500,-4.249,-2.290,2.022,0.125400,-0.220,3.361,-0.556,2.027,0.125400,-0.103,-1.235,-2.173,2.027,0.125400,-2.653,-1.831,3.815,2.022,0.125400,1.484,3.551,0.503,2.022
0.128700,-2.457,-5.099,1.133,2.037,0.128700,-1.603,-4.615,-2.285,2.037,0.128700,0.395,3.439,-0.835,2.042,0.128700,1.274,-0.991,1.441,2.037,0.128700,0.874,-1.362,0.274,2.027,0.128700,1.342,-0.889,1.617,2.022,0.128700,1.709,0.342,2.398,2.027,0.128700,-1.603,-4.464,-2.007,2.022,0.128700,-0.089,3.351,-0.679,2.022,0.128700,-0.142,-1.245,-2.305,2.022,0.128700,-2.604,-1.226,3.932,2.027,0.128700,1.562,3.468,0.738,2.022
0.132000,-2.550,-4.854,1.661,2.042,0.132000,-1.715,-4.840,-1.948,2.037,0.132000,0.502,3.453,-0.830,2.032,0.132000,1.186,-1.113,1.236,2.037,0.132000,0.800,-1.377,0.078,2.022,0.132000,1.255,-1.035,1.412,2.017,0.132000,1.655,0.069,2.306,2.032,0.132000,-1.710,-4.649,-1.685,2.022,0.132000,0.034,3.356,-0.771,2.027,0.132000,-0.181,-1.274,-2.427,2.022,0.132000,-2.545,-0.620,3.942,2.027,0.132000,1.621,3.356,0.972,2.027
0.135300,-2.628,-4.512,2.198,2.037,0.135300,-1.832,-5.035,-1.572,2.037,0.135300,0.610,3.483,-0.801,2.037,0.135300,1.103,-1.206,1.026,2.042,0.135300,0.717,-1.377,-0.117,2.027,0.135300,1.172,-1.157,1.202,2.022,0.135300,1.592,-0.195,2.183,2.032,0.135300,-1.818,-4.815,-1.323,2.027,0.135300,0.156,3.365,-0.845,2.027,0.135300,-0.220,-1.304,-2.539,2.027,0.135300,-2.462,-0.039,3.864,2.027,0.135300,1.684,3.209,1.216,2.027
0.138600,-2.692,-4.083,2.706,2.037,0.138600,-1.949,-5.191,-1.152,2.037,0.138600,0.712,3.512,-0.742,2.037,0.138600,1.020,-1.294,0.816,2.042,0.138600,0.644,-1.372,-0.302,2.027,0.138600,1.088,-1.255,0.987,2.022,0.138600,1.523,-0.434,2.032,2.022,0.138600,-1.925,-4.937,-0.933,2.022,0.138600,0.273,3.380,-0.898,2.022,0.138600,-0.264,-1.338,-2.652,2.022,0.138600,-2.365,0.503,3.683,2.032,0.138600,1.733,3.038,1.446,2.032
0.141900,-2.736,-3.580,3.160,2.042,0.141900,-2.067,-5.304,-0.698,2.037,0.141900,0.815,3.546,-0.664,2.042,0.141900,0.932,-1.348,0.606,2.037,0.141900,0.571,-1.357,-0.488,2.027,0.141900,1.001,-1.328,0.772,2.027,0.141900,1.445,-0.639,1.861,2.027,0.141900,-2.042,-5.020,-0.503,2.027,0.141900,0.380,3.395,-0.913,2.022,0.141900,-0.299,-1.382,-2.764,2.027,0.141900,-2.252,1.016,3.434,2.027,0.141900,1.777,2.828,1.671,2.027
0.145200,-2.755,-3.013,3.556,2.037,0.145200,-2.194,-5.353,-0.205,2.037,0.145200,0.918,3.575,-0.566,2.037,0.145200,0.849,-1.382,0.406,2.042,0.145200,0.502,-1.338,-0.664,2.027,0.145200,0.918,-1.382,0.562,2.027,0.145200,1.367,-0.830,1.671,2.027,0.145200,-2.150,-5.040,-0.049,2.027,0.145200,0.488,3.424,-0.908,2.027,0.145200,-0.338,-1.440,-2.867,2.027,0.145200,-2.125,1.466,3.126,2.027,0.145200,1.811,2.594,1.876,2.027
0.148500,-2.755,-2.403,3.873,2.042,0.148500,-2.301,-5.328,0.308,2.042,0.148500,1.010,3.600,-0.439,2.037,0.148500,0.766,-1.406,0.205,2.042,0.148500,0.439,-1.309,-0.840,2.027,0.148500,0.830,-1.421,0.362,2.022,0.148500,1.289,-0.981,1.470,2.022,0.148500,-2.252,-4.991,0.435,2.027,0.148500,0.595,3.458,-0.884,2.022,0.148500,-0.377,-1.504,-2.964,2.022,0.148500,-1.988,1.856,2.779,2.022,0.148500,1.836,2.325,2.061,2.027
0.151800,-2.731,-1.763,4.083,2.037,0.151800,-2.413,-5.216,0.845,2.037,0.151800,1.103,3.610,-0.298,2.042,0.151800,0.693,-1.416,0.020,2.042,0.151800,0.375,-1.284,-1.001,2.022,0.151800,0.751,-1.445,0.161,2.027,0.151800,1.206,-1.113,1.265,2.027,0.151800,-2.350,-4.864,0.928,2.027,0.151800,0.698,3.492,-0.830,2.027,0.151800,-0.421,-1.582,-3.052,2.027,0.151800,-1.842,2.188,2.413,2.027,0.151800,1.846,2.037,2.213,2.027
0.155100,-2.682,-1.108,4.191,2.042,0.155100,-2.511,-5.016,1.378,2.037,0.155100,1.191,3.619,-0.132,2.037,0.155100,0.615,-1.411,-0.166,2.042,0.155100,0.322,-1.255,-1.162,2.022,0.155100,0.668,-1.450,-0.029,2.027,0.155100,1.118,-1.221,1.050,2.022,0.155100,-2.438,-4.659,1.436,2.027,0.155100,0.805,3.527,-0.762,2.027,0.155100,-0.460,-1.660,-3.135,2.022,0.155100,-1.691,2.462,2.037,2.027,0.155100,1.850,1.739,2.335,2.032
0.158400,-2.609,-0.464,4.191,2.037,0.158400,-2.599,-4.723,1.910,2.042,0.158400,1.279,3.610,0.049,2.042,0.158400,0.541,-1.406,-0.346,2.042,0.158400,0.258,-1.230,-1.318,2.022,0.158400,0.595,-1.450,-0.219,2.027,0.158400,1.035,-1.299,0.835,2.022,0.158400,-2.516,-4.371,1.920,2.032,0.158400,0.898,3.566,-0.659,2.027,0.158400,-0.504,-1.763,-3.213,2.027,0.158400,-1.539,2.672,1.666,2.027,0.158400,1.836,1.426,2.418,2.027
